ID,Source,Subject,Exam Type,Profession Group,Question,Option A,Option B,Option C,Option D,Option E,Answer Key,is_few_shot
7911,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Manakah pernyataan yang salah tentang Batas Waktu Penympaian SPT :,"Untuk SPT Masa, Paling lambat tanggal 20 bulan berikutnya","Untuk SPT Masa, Paling lambat tanggal 15 bulan berikutnya","Untuk SPT Tahunan Orang Pribadi, Paling lambat 3 bulan setelah akhir tahun pajak",Untuk SPT Tahunan Badan Paling lambat 4 bulan setelah akhir tahun pajak,,B,0
7912,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Setiap Wajib Pajak sebagai Pengusaha yang dikenai pajak berdasarkan UU PPN 1984 wajib melaporkan usahanya pada kantor Direktorat Jenderal Pajak yang wilayah kerjanya meliputi tempat tinggal atau kedudukan pengusaha, dan tempat kegiatan usaha untuk dikukuhkan sebagai pengusaha kena pajak (PKP). Manakah pernyataan yang tidak benar terkait hal tersebut?","Pengusaha dapat memilih untuk dikukuhkan sebagai PKP meski omzet nya belum mencapai 4,8 Milyar dalam suatu bulan periode 1 tahun","Pengusaha dapat memilih untuk dikukuhkan sebagai PKP meski omzet nya belum mencapai 1,6 Milyar dalam suatu bulan periode 1 tahun","Pengusaha dapat memilih untuk dikukuhkan sebagai PKP meski omzet nya belum mencapai 2,4 Milyar dalam suatu bulan periode 1 tahun","Pengusaha dapat memilih untuk dikukuhkan sebagai PKP meski omzet nya telah mencapai 4,8 Milyar dalam suatu bulan periode 1 tahun",,D,0
7913,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"NPWP dapat dihapus oleh direktur jenderal pajak dalam kondisi sebagai berikut, kecuali",Diajukan permohonan penghapusan NPWP oleh Wajib Pajak dan/atau ahliwarisnya apabila Wajib Pajak sudah tidak memenuhi persyaratan subjektif dan/atau objektif sesuai dengan peraturan undang undang perpajakan,Wajib Pajak Badan dilikuidasi karena memiliki hutang pajak.,Wajib Pajak Bentuk Usaha Tetap menghentikan kegiatan usahanya di Indonesia,Dianggap perlu Oleh Direktur Jenderal Pajak Wajib Pajak yang sudah tidak memenuhi persyaratan subjektif dan/atau objektif sesuai dengan peraturan undang undang perpajakan,,B,0
7914,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Kepada Siapa Wajib Pajak mengajukan ijin untuk menyelenggarakan pembukuan menggunakan
bahasa asing dan mata uang selain rupiah ?",Direktur Jenderal Pajak,Kepala Kanwil Pajak,Kepala Kantor Pajak,Menteri Keuangan,,D,0
7915,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Berikut ini adalah pelunasan pajak tahun berjalan yang dapat dikreditkan terhadap PPh terutang dalam satu tahun pajak bagi wajib pajak orang pribadi adalah, kecuali...",PPh Pasal 25,PPh Pasal 21,Pemungutan PPh Pasal 22,Pemotongan PPh Pasal 4 ayat (2),,D,0
7916,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Tuan Santoso seorang PNS menikah dan memiliki seorang istri (tidak bekerja), serta 2 orang anak, berapakah PTKP Tuan Santoso untuk tahun pajak 2018?","Rp.39.000.000,-","Rp.60.000.000,-","Rp.67.500.000,-","Rp.75.000.000,-",,C,0
7917,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Anak yang belum dewasa diperkenankan memiliki NPWP sendiri dan menjalankan kewajiban perpajakannya sendiri.,BENAR,SALAH,,,,B,0
7918,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Ketentuan umum diatur dalam undang-undang PPh Pasal 4.,BENAR,SALAH,,,,B,0
7919,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Untuk Wajib Pajak Orang Pribadi yang melakukan pekerjaan bebas, perhitungan pajak terutang dapat menggunakan mekanisme norma penghitungan penghasilan neto.",BENAR,SALAH,,,,A,0
7920,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Tuan Donny seorang PNS berdomisili di Manado pada tahun 2018 ia dimutasikan keluar kota, karena hal tersebut ia berniat menjual rumahnya di Manado seharga Rp.300.000.000,- Berapa PPh Final yang terutang atas transaksi tersebut ?","Rp.15.000.000,-","Rp.7.500.000,-","Rp.6.750.000,-","d. Rp.6.000.000,-",,B,0
7921,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Warisan adalah bukan termasuk penghasilan, sehingga bukan objek Pajak Penghasilan.",BENAR,SALAH,,,,B,0
7922,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Penghasilan adalah setiap tambahan uang yang diterima oleh wajib pajak, berasal dari Indonesia maupun luar Indonesia, yang dapat dipakai untuk konsumsi atau untuk menambah kekayaan Wajib Pajak yang bersangkutan, dengan nama dan dalam bentuk apa pun.",BENAR,SALAH,,,,B,0
7923,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Pajak Penghasilan dikenakan terhadap obyek pajak atas Penghasilan yang diterima atau diperoleh dalam suatu tahun pajak.,BENAR,SALAH,,,,B,0
7924,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Nyonya Angeline Sondakh membuka Butik Batik di Mall Grand Indonesia, kapan harus mendaftarkan diri sebagai wajib pajak dan memiliki NPWP ?",Sebelum membuka Butik,Setelah mendapatkan Surat Izin Usaha Perdagangan,Paling lambat 1 bulan setelah mulai beroperasi,Semua jawaban salah,,C,0
7925,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Subjek Pajak PPh adalah Penghasilan yang diterima dalam bentuk apapun dalam suatu tahun pajak.,BENAR,SALAH,,,,B,0
7926,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Tuan Helmi adalah seorang PNS golongan III, setiap bulan beliau mendapatkan tunjangan yang
dananya bersumber dari APBN sebesar Rp.25.000.000, berapakah PPh Final yang dipotong ?","Rp.3.750.000,-","Rp.2.500.000,-","Rp.1.250.000,-",Tidak dipotong PPh Final,,C,0
7927,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Bagi wajib pajak yang telah menikah berlaku penggabungan penghasilan dari seluruh anggota keluarga.,BENAR,SALAH,,,,A,0
7928,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Natura yang diterima karyawan akan menambah penghasilan apabila diberikan oleh pemberi kerja berstatus...,Bukan WP.,WP yang dikenakan pajak Final.,WP dengan Norma Penghitungan Khusus (deemed profit).,WP dengan Norma Penghitungan Penghasilan Netto (NPPN).,,D,0
7929,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Hibah yang tidak diperhitungkan sebagai penghasilan bagi OP yang menerima adalah apabila terdapat hubungan keluarga...,Sedarah dalam garis keturunan lurus satu derajat.,Sedarah dalam garis keturunan lurus.,Semenda dalam garis keturunan lurus satu derajat.,Semenda dalam garis keturunan lurus,,A,0
7930,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Anak yang belum dewasa menurut UU Perpajakan adalah ...,Belum berumur 21 tahun dan belum pernah menikah,Belum berumur 21 tahun,Belum pernah menikah,Belum berumur 18 tahun dan belum pernah menikah,,D,0
7931,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Tn.Clinton (Pegawai Kedubes USA) diminta mengajar sebagai Dosen tidak tetap di salah satu Universitas di Jakarta. Status perpajakan Tn. Clinton adalah Subyek Pajak Luar Negeri.,BENAR,SALAH,,,,B,0
7932,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Subyek Pajak Penghasilan juga termasuk orang pribadi, badan, dan Bentuk Usaha Tetap.",BENAR,SALAH,,,,A,0
7933,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Biaya Jabatan dapat diperhitungkan sebagaipengurang penghasilan neto yakni sebesar 5% dari penghasilan bruto.,BENAR,SALAH,,,,A,0
7934,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Manakah dari pernyataan berikut yang paling tepat menjelaskan objek pajak penghasilan menurut
undang-undang PPh?",Seluruh gaji dan tunjangan yang diterima seorang subjek pajak dalam negeri.,"Setiap tambahan kemampuan ekonomis yang diterima atau diperoleh Wajib Pajak, baik yang berasal dari Indonesia maupun dari luar Indonesia, yang dapat dipakai untuk konsumsi atau untuk menambah kekayaan Wajib Pajak yang bersangkutan, dengan nama dan dalam bentuk apapun.","Setiap tambahan kemampuan ekonomis yang diterima atau diperoleh Wajib Pajak, yang berasal dari Indonesia, yang dapat dipakai untuk konsumsi atau untuk menambah kekayaan Wajib Pajak yang bersangkutan.","Setiap tambahan kemampuan ekonomis yang diterima atau diperoleh Wajib Pajak, baik yang
berasal dari Indonesia maupun dari luar Indonesia, yang dapat dipakai untuk konsumsi atau untuk menambah kekayaan Wajib Pajak yang bersangkutan.",,B,0
7935,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Berapakah Penghasilan Tidak Kena Pajak status K/I/2 untuk Tahun Pajak 2018 ?,"Rp.54.000.000,-","Rp.45.000.000,-","Rp.67.500.000,-","Rp.121.500.000,-",,D,0
7936,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Bantuan atau santunan yang dibayarkan oleh BPJS Ketenagakerjaan kepada Wajib Pajak yang mengalami kecelakaan kerja adalah bukan objek pajak.,BENAR,SALAH,,,,A,0
7937,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"23. Tuan Randy status (K/2) memiliki usaha pembuatan produk dari kulit sapi, dengan peredaran usaha sebesar Rp.2.000.000.000,-. Istrinya memiliki usaha salon kecantikan dengan peredaran usaha Rp.1.800.000.000,- Keduanya tidak melaksanakan pembukuan. Norma produk kulit (20%) Norma Salon kecantikan (25%). Berapakah PPh terutang untuk tahun pajak 2018?","Rp.38.000.000,-","Rp.19.000.000,-","Rp.163.550.000,-","Rp.173.550.000,-",,B,0
7938,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Penghasilan dari pekerjaan bebas, yaitu kecuali:",Akuntan publik,Notaris,Duta Besar,Penasehat Hukum,,C,0
7939,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Gunawan, status kawin, adalah seorang pedagang besar alat tulis kantor/sekolah, yang dalam tahun 2010 memperoleh penghasilan neto dari usaha dagangnya sebesar Rp 257.890.000 Farida, isteri Gunawan, adalah salah seorang anggota dari Fa. Gemilang. Dalam tahun 2010 memperoleh
penghasilan gaji sebagai anggota Fa. Gemilang Rp 75.000.000. Anggota keluarga yang menjadi tanggungan. Gunawan adalah sebagai berikut:
 Ali, anak kandung, lahir tanggal 23 Oktober 1998
 Dewi, anak kandung, lahir tanggal 10 Januari 2010
 Budi, seorang adik kandung yang masih kuliah di Universitas GN
 Fatimah, ibu mertua, janda pensiunan pegawai Departemen Dalam Negeri.
Besarnya PTKP yang dapat dikurangkan dalam menghitung Penghasilan Kena Pajak Gunawan
adalah?",18.480.000,34.320.000,19.800.000,35.640.000,,A,0
7940,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Tuan Donny seorang PNS berdomisili di Manado pada tahun 2018 ia dimutasikan keluar kota, karena hal tersebut ia berniat menjual rumahnya di Manado seharga Rp.300.000.000,- Berapa PPh Final yang terutang atas transaksi tersebut ?","Rp.15.000.000,-","Rp.7.500.000,-","Rp.6.750.000,-","Rp.6.000.000,-",,B,0
7941,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Terkait tarif sebagaimana diatur dalam pasal 17 UU PPh, manakah pernyataan berikut yang salah ?","5 % untuk penghasilan kena pajak sampai dengan Rp.50.000.000,-","15 % untuk penghasilan kena pajak di atas Rp.50.000.000,- s.d. Rp.250.000.000,-","20 % untuk penghasilan kena pajak di atas Rp.250.000.000,- s.d. Rp.500.000.000,-","30 % untuk penghasilan kena pajak di atasRp.500.000.000,-",,C,0
7942,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Pajak penghasilan merupakan salah satu jenis pajak ?,Objektif,Subjektif,Campuran,Progresif,,B,0
7943,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Ketika Wajib Pajak mengalami kerugian, diperkenankan untuk tidak membayar PPh Final 0,5%.",BENAR,SALAH,,,,B,0
7944,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Berdasarkan Peraturan Pemerintah Nomor 23 Tahun 2018, Wajib Pajak membayar 0,5% dari
peredaran usaha setiap bulan.",BENAR,SALAH,,,,A,0
7945,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"STELA status Wanita Kawin mempunyai 2 (dua) anak kandung. Oleh karena Suami STELA berpenghasilan minim, STELA menanggung Ibu kandungnya juga yang tidak mempunyai pekerjaan. Status PTKP STELA adalah ...","Kawin, Tanggungan 3 (K/3).","Tidak Kawin, Tanggungan 3 (TK/3).","Kawin, Tanggungan 2 (K/2).","Tidak Kawin, Tanggungan 0 (TK/0).",,D,0
7946,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Yang tidak termasuk Karakteristik PPh Final adalah :,Pengenaannya diatur secara khusus dengan Peraturan Pemerintah dan atau Peraturan Menteri Keuangan.,Atas PPh Final yang dipotong baik sendiri maupun pihak lain dapat dikreditkan.,PPh Final tidak perlu digabung dengan penghasilan yang tidak bersifat final karena prinsipnya apabila dikenakan PPh final maka dianggap telah tuntas/selesai.,Setiap biaya yang dikeluarkan dalam rangka memperoleh penghasilan yang dikenakan PPh Final tidak dapat dikurangkan dari penghasilan (Non Deductible),,B,0
7947,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Persenjataan, amunisi dan perlengkapan militer termasuk suku cadang yang diperuntukkan",BENAR,SALAH,,,,A,0
7948,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,PPh atas penyerahan jasa pelayaran dalam negeri dipotong PPh Final.,BENAR,SALAH,,,,A,0
7949,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Besarnya iuran pensiun yang boleh menjadi pengurang penghasilan bruto adalah sebesar yang
dibayarkan oleh pegawai yang bersangkutan ke dana pensiun yang pendiriannya telah disahkan oleh Menteri Keuangan.",BENAR,SALAH,,,,A,0
7950,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Dibawah ini yang merupakan objek/penghasilan yang dipotong PPh Pasal 21 adalah .....,Penerimaan dalam bentuk natura dan/atau kenikmatan dalam bentuk apapun yang diberikan oleh Wajib Pajak atau Pemerintah.,"Penghasilan berupa penarikan dana pensiun oleh peserta program pensiun yang masih berstatus pegawai, dari dana pensiun yang pendiriannya telah ditetapkan oleh Menteri Keuangan.",Iuran pensiun yang dibayarkan kepada dana pensiun yang pendiriannya telah disahkan oleh Menteri Keuangan.,Beasiswa yang diperoleh oleh WNI dari WP dalam rangka mengikuti pendidikan formal dan/atau non formal.,,B,0
